Frequency_Hz,Amplitude
0.0,11.612775483964779
0.33497779970399605,0.18390421104677662
0.6699555994079921,0.7472690955386074
1.0049333991119882,0.5085286615248781
1.3399111988159842,0.6849123937475545
1.6748889985199802,0.49886054427299414
2.0098667982239764,0.45614133823676867
2.344844597927972,0.7217510371933523
2.6798223976319684,0.3076314921611863
3.0148001973359646,0.605654297402346
3.3497779970399604,0.5244678734234689
3.6847557967439566,0.661235015955879
4.019733596447953,0.5149842316683775
4.354711396151949,0.500266572959097
4.689689195855944,0.4743901081742736
5.024666995559941,0.5592347047510883
5.359644795263937,0.2205107193924146
5.6946225949679325,0.3791358405815402
6.029600394671929,0.606608534016369
6.364578194375925,0.544841884321779
6.699555994079921,0.7160935729994928
7.034533793783917,0.48709553732760774
7.369511593487913,0.6685613560237855
7.704489393191909,0.660519088524482
8.039467192895906,0.7755844760270192
8.374444992599901,0.36732695092805234
8.709422792303897,0.7258034020346334
9.044400592007893,0.22674986238673558
9.379378391711889,0.17132943240528387
9.714356191415886,0.136366927866424
10.049333991119882,0.8533558908484744
10.384311790823878,0.41971076276418334
10.719289590527874,0.43755790554959473
11.05426739023187,0.756676139088649
11.389245189935865,0.9901510309982262
11.72422298963986,0.6263713781319402
12.059200789343858,0.807170374959883
12.394178589047854,0.9166624270335608
12.72915638875185,0.4418309454470924
13.064134188455846,0.8818831605293614
13.399111988159842,0.7627603000673806
13.734089787863837,0.7945594759940671
14.069067587567835,0.6816846944289264
14.40404538727183,0.30488851495188957
14.739023186975826,0.3451649309697374
15.074000986679822,0.4388174339433844
15.408978786383818,0.368513765266338
15.743956586087814,0.36457092628145454
16.07893438579181,0.8057012333605176
16.413912185495807,0.33074630470905203
16.748889985199803,0.3796553312190073
17.0838677849038,0.3246725896660328
17.418845584607794,0.19978610031698538
17.75382338431179,0.3568946523051809
18.088801184015786,0.21547603151991374
18.42377898371978,0.2225933566551833
18.758756783423777,0.3878230475837075
19.093734583127773,0.312746625343981
19.428712382831772,0.5237430143217082
19.76369018253577,0.7111971816858075
20.098667982239764,0.5573166963758492
20.43364578194376,0.4006876033254327
20.768623581647756,0.6056585933380031
21.10360138135175,0.9923969119647327
21.438579181055747,1.897242401314006
21.773556980759743,0.6902625281896985
22.10853478046374,0.3572056397278724
